Date,Open,High,Low,Close,Adj Close,Volume
2022-09-19,305.369995,310.269989,292.399994,295.859985,290.039642,19105300
2022-09-26,294.600006,298.029999,287.040009,287.299988,281.648041,18998400
2022-10-03,290.559998,304.549988,289.470001,292.970001,287.206543,16479300
2022-10-10,294.279999,304.359985,286.619995,296.820007,290.980774,24292100
2022-10-17,300.890015,311.200012,299.980011,310.880005,304.764221,20112900
2022-10-24,312.529999,328.890015,311.600006,328.579987,322.309387,24861900
2022-10-31,326.920013,330.750000,317.179993,324.140015,317.954132,26991300
2022-11-07,325.140015,338.369995,324.149994,337.790009,331.343658,26859500
2022-11-14,336.709991,340.119995,332.730011,337.369995,330.931671,18478500
2022-11-21,337.660004,343.799988,335.529999,343.519989,337.648407,11300300
2022-11-28,341.690002,346.760010,336.179993,344.739990,338.847534,22036200
2022-12-05,342.450012,343.309998,334.720001,335.369995,329.637726,20014500
2022-12-12,336.140015,348.220001,326.450012,328.970001,323.347107,28327800
2022-12-19,328.869995,334.329987,325.649994,331.929993,326.993408,22392900
2022-12-26,332.339996,333.820007,328.350006,331.329987,326.402283,12541900
2023-01-02,332.420013,337.119995,328.100006,336.279999,331.278687,17198900
2023-01-09,337.690002,343.489990,334.290009,343.040009,337.938202,17213300
2023-01-16,342.359985,342.750000,329.350006,333.670013,328.707550,16668400
2023-01-23,334.690002,341.540009,332.549988,339.609985,334.842773,17503100
2023-01-30,338.459991,343.269989,335.579987,338.980011,334.221649,23475300
2023-02-06,337.649994,342.559998,335.950012,338.730011,333.975128,16066100
2023-02-13,338.880005,343.529999,335.079987,338.290009,333.541290,14386500
2023-02-20,334.720001,335.940002,326.429993,328.119995,324.044250,15803600
2023-02-27,330.730011,334.429993,325.299988,334.209991,330.058594,15441100
2023-03-06,334.630005,336.119995,318.429993,319.730011,315.758423,23323000
2023-03-13,316.760010,323.709991,314.970001,318.500000,314.543732,29994900
2023-03-20,319.329987,327.559998,317.910004,322.320007,319.163452,21858500
2023-03-27,324.589996,332.809998,322.839996,332.619995,329.362518,13943400
2023-04-03,333.589996,336.260010,332.630005,334.899994,331.620239,10800500
2023-04-10,334.000000,340.850006,333.429993,338.839996,335.521606,14689900
2023-04-17,339.119995,340.220001,336.809998,338.109985,334.798798,11921600
2023-04-24,337.910004,341.040009,332.309998,341.029999,337.874146,15337000
2023-05-01,341.100006,342.589996,329.369995,336.730011,333.614014,16615000
2023-05-08,337.170013,337.850006,331.309998,333.200012,330.116669,12460300
2023-05-15,333.510010,336.450012,330.279999,334.190002,331.097504,14763600
2023-05-22,334.119995,335.149994,325.820007,330.839996,328.488098,15139500
2023-05-29,330.649994,338.500000,327.320007,338.070007,335.666748,15206000
2023-06-05,338.209991,340.260010,334.470001,339.269989,336.858154,14842100
2023-06-12,339.739990,345.730011,338.339996,342.950012,340.511993,19357900
2023-06-19,341.299988,341.609985,336.220001,337.160004,335.518341,12763900
2023-06-26,336.799988,344.579987,335.950012,343.850006,342.175781,12313400
2023-07-03,343.000000,344.529999,337.190002,337.429993,335.787048,11007400
2023-07-10,337.399994,345.920013,337.170013,345.170013,343.489349,14948200
2023-07-17,344.559998,353.890015,344.220001,352.140015,350.425415,20881200
2023-07-24,352.709991,356.359985,352.040009,354.480011,353.022491,16697100
2023-07-31,354.570007,356.700012,350.200012,350.649994,349.208191,17419600
2023-08-07,352.040009,355.920013,349.920013,353.000000,351.548553,15033100
2023-08-14,352.730011,353.500000,342.679993,345.119995,343.700928,17868600
2023-08-21,345.299988,346.970001,340.350006,343.500000,342.593964,16308200
2023-08-28,345.209991,351.279999,344.500000,348.980011,348.059540,13716400
2023-09-04,349.079987,349.279999,343.459991,346.510010,345.596039,8699800
2023-09-11,348.019989,350.630005,345.600006,346.140015,345.227020,12632100
