Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,58.562500,65.250000,52.156250,56.625000,48.477161,307937200
2001-01-08,56.312500,64.625000,53.515625,62.734375,53.707470,309399300
2001-01-15,62.562500,68.312500,60.562500,66.312500,56.770721,204819300
2001-01-22,65.875000,69.125000,63.000000,65.546875,56.115269,242375300
2001-01-29,64.750000,67.989998,60.000000,61.549999,52.693516,225889200
2001-02-05,61.189999,63.119999,56.000000,56.400002,48.284550,244060900
2001-02-12,56.250000,60.490002,54.119999,55.130001,47.197273,307083600
2001-02-19,55.740002,55.840000,48.230000,51.180000,43.815647,324840800
2001-02-26,52.080002,52.599998,45.650002,46.700001,39.980293,444972400
2001-03-05,47.500000,50.660000,44.950001,45.099998,38.610516,288888600
2001-03-12,44.000000,45.310001,40.560001,41.200001,35.271675,409808400
2001-03-19,41.439999,43.830002,39.490002,42.799999,36.641453,479730700
2001-03-26,43.470001,43.720001,38.000000,39.150002,33.516659,348791000
2001-04-02,39.169998,39.849998,33.599998,35.950001,30.777115,408362600
2001-04-09,36.790001,42.799999,35.849998,42.799999,36.641453,318264800
2001-04-16,41.939999,49.439999,39.900002,48.400002,41.435673,479881200
2001-04-23,46.990002,47.720001,43.099998,45.150002,38.653313,363314500
2001-04-30,46.250000,49.400002,45.110001,48.200001,41.264446,345722200
2001-05-07,48.000000,48.599998,45.090000,45.549999,38.995758,273407600
2001-05-14,45.299999,48.790001,43.349998,48.040001,41.127460,307131900
2001-05-21,48.169998,51.950001,47.650002,48.990002,41.940773,326262400
2001-05-28,48.500000,48.500000,44.080002,46.049999,39.423813,277899600
2001-06-04,46.330002,49.490002,45.290001,47.349998,40.536758,292803500
2001-06-11,46.900002,47.000000,41.279999,42.599998,36.470234,371435000
2001-06-18,42.639999,44.230000,41.259998,43.250000,37.026703,339597600
2001-06-25,43.610001,46.520000,42.480000,45.700001,39.124187,297339900
2001-07-02,45.650002,46.480000,41.490002,41.650002,35.656948,173487300
2001-07-09,41.889999,44.430000,39.869999,43.150002,36.941120,314845200
2001-07-16,43.369999,43.860001,41.139999,41.650002,35.656948,303604000
2001-07-23,42.240002,42.400002,39.310001,41.950001,35.913757,311264100
2001-07-30,42.130001,44.000000,41.400002,43.180000,36.966785,253757700
2001-08-06,42.529999,42.849998,39.230000,40.279999,34.484077,280911700
2001-08-13,40.590000,41.700001,37.709999,37.759998,32.326672,283505200
2001-08-20,37.849998,39.389999,36.540001,39.299999,33.645084,284750700
2001-08-27,39.279999,39.900002,35.750000,36.630001,31.359268,305678300
2001-09-03,36.509998,37.500000,33.349998,33.700001,28.850891,353765400
2001-09-10,33.490002,34.320000,33.340000,34.099998,29.193293,80371300
2001-09-17,31.250000,32.799999,27.200001,28.190001,24.133711,483801100
2001-09-24,29.080000,30.430000,27.420000,28.980000,24.810041,384178400
2001-10-01,28.850000,33.200001,27.850000,31.760000,27.190014,487607700
2001-10-08,31.129999,35.250000,30.750000,34.549999,29.578562,428328800
2001-10-15,34.119999,36.000000,32.000000,33.549999,28.722458,469081500
2001-10-22,33.439999,37.060001,33.220001,36.009998,30.828470,480714300
2001-10-29,36.000000,36.150002,32.840000,35.599998,30.477478,452048200
2001-11-05,36.259998,39.400002,36.160000,37.730000,32.300991,444288200
2001-11-12,37.000000,40.240002,36.299999,39.369999,33.705021,449971500
2001-11-19,39.790001,40.490002,37.980000,39.279999,33.627960,242286700
2001-11-26,39.580002,40.970001,38.689999,39.650002,33.944714,426918300
2001-12-03,39.290001,43.240002,38.439999,41.730000,35.725414,414936900
2001-12-10,41.320000,42.259998,39.570000,40.110001,34.338520,360826800
2001-12-17,40.020000,41.500000,38.680000,39.480000,33.799171,331995900
2001-12-24,39.540001,40.799999,39.150002,40.330002,34.526867,123828900
