Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,107.187500,112.500000,105.593750,106.281250,63.974373,9028100
2001-01-08,106.000000,107.125000,104.593750,105.343750,63.410080,7714500
2001-01-15,105.250000,107.484375,104.812500,105.562500,63.541809,5734200
2001-01-22,105.750000,107.937500,105.062500,106.625000,64.253044,5613400
2001-01-29,106.610001,110.389999,106.150002,108.629997,65.461220,7247300
2001-02-05,108.870003,110.480003,107.669998,108.019997,65.093636,7158200
2001-02-12,108.080002,110.400002,107.209999,108.150002,65.171967,7923000
2001-02-19,108.400002,109.099998,103.000000,104.550003,63.097786,8156100
2001-02-26,104.900002,107.199997,103.010002,104.800003,63.248707,11520300
2001-03-05,105.250000,108.779999,104.889999,106.150002,64.063438,11003900
2001-03-12,105.449997,107.839996,98.150002,98.379997,59.374115,27998200
2001-03-19,98.910004,100.699997,91.000000,95.300003,57.601887,35455500
2001-03-26,96.000000,99.599998,95.790001,99.139999,59.922947,28322100
2001-04-02,98.400002,99.970001,93.760002,98.199997,59.354736,31712300
2001-04-09,99.440002,102.500000,97.709999,101.699997,61.470215,20858000
2001-04-16,101.000000,107.449997,100.500000,105.949997,64.039078,20835000
2001-04-23,105.349998,108.290001,104.449997,108.230003,65.469017,13013500
2001-04-30,108.489998,109.809998,106.769997,109.800003,66.418747,20955700
2001-05-07,109.449997,110.029999,107.839996,108.529999,65.650543,13761400
2001-05-14,108.349998,113.639999,108.110001,113.150002,68.445206,22712200
2001-05-21,113.000000,113.599998,110.010002,110.150002,66.736275,16924400
2001-05-28,110.449997,110.800003,108.400002,110.449997,66.918045,10489400
2001-06-04,110.250000,112.180000,109.349998,109.750000,66.493935,8863700
2001-06-11,109.550003,110.250000,105.650002,106.699997,64.646126,14443200
2001-06-18,106.400002,107.750000,105.650002,106.239998,64.433861,15323800
2001-06-25,106.570000,106.830002,104.010002,105.239998,63.827332,11185000
2001-07-02,104.779999,106.580002,102.320000,102.559998,62.201942,6026100
2001-07-09,102.949997,105.699997,101.339996,105.680000,64.094254,12800800
2001-07-16,105.459999,107.000000,104.449997,105.800003,64.167007,7523300
2001-07-23,106.220001,106.330002,102.000000,104.349998,63.355469,10555000
2001-07-30,104.650002,106.250000,103.629997,105.379997,63.980824,9286400
2001-08-06,105.000000,105.080002,102.019997,104.230003,63.282555,17992000
2001-08-13,104.199997,104.970001,101.879997,102.500000,62.232250,13686900
2001-08-20,102.400002,104.970001,101.449997,104.629997,63.597427,16621900
2001-08-27,104.500000,104.610001,98.830002,99.879997,60.710205,17863700
2001-09-03,99.699997,102.070000,95.699997,95.849998,58.260674,31998900
2001-09-10,95.169998,96.959999,95.050003,96.449997,58.625404,8726900
2001-09-17,90.500000,92.300003,79.500000,82.800003,50.328476,52738400
2001-09-24,85.459999,88.739998,84.500000,88.349998,53.824238,32060900
2001-10-01,87.849998,91.980003,87.349998,91.120003,55.511726,34365100
2001-10-08,90.199997,94.550003,90.050003,93.589996,57.016510,35498900
2001-10-15,93.000000,95.180000,90.849998,91.900002,55.986908,28587600
2001-10-22,91.900002,96.099998,91.699997,95.239998,58.084152,17791900
2001-10-29,95.050003,95.510002,90.150002,93.410004,56.968136,18505500
2001-11-05,94.250000,97.400002,93.849998,96.309998,58.736797,15034400
2001-11-12,95.199997,99.339996,94.000000,98.870003,60.298061,18406900
2001-11-19,99.449997,100.139999,98.120003,99.900002,61.010487,10200900
2001-11-26,99.949997,100.150002,97.059998,98.589996,60.210533,16503300
2001-12-03,98.099998,101.949997,97.209999,100.900002,61.621231,14856300
2001-12-10,100.349998,101.000000,97.519997,98.599998,60.216629,15417200
2001-12-17,98.349998,101.169998,98.339996,100.500000,61.376961,11451000
2001-12-24,100.519997,101.940002,100.400002,101.160004,61.911591,5085900
2001-12-31,101.339996,102.949997,99.400002,102.820000,62.927521,8304500
2002-01-07,102.870003,103.139999,99.849998,100.070000,61.244495,16346800
2002-01-14,99.739998,99.980003,97.000000,97.900002,59.916443,18552900
2002-01-21,98.339996,99.059998,96.879997,98.480003,60.326061,12823200
2002-01-28,98.860001,99.559998,95.300003,99.279999,60.816143,20068800
2002-02-04,99.099998,99.099998,95.849998,97.620003,59.799255,24410800
2002-02-11,97.599998,100.790001,97.339996,99.150002,60.736465,17134000
2002-02-18,98.599998,100.459999,97.370003,99.980003,61.327484,29979000
2002-02-25,100.059998,104.000000,99.980003,103.839996,63.695194,43117500
2002-03-04,104.199997,106.889999,104.080002,105.989998,65.013969,40595200
2002-03-11,105.750000,106.720001,104.900002,106.150002,65.112114,37211000
2002-03-18,106.349998,106.849998,103.610001,104.230003,64.030991,35023200
2002-03-25,104.190002,105.120003,102.800003,103.709999,63.711544,20439900
2002-04-01,103.360001,103.900002,101.449997,102.940002,63.238483,33971500
2002-04-08,101.300003,104.129997,101.099998,101.989998,62.654930,30073100
2002-04-15,102.220001,103.419998,100.620003,102.599998,63.029690,18391400
2002-04-22,102.199997,103.000000,98.750000,98.839996,60.772243,20152100
2002-04-29,99.349998,101.349998,98.129997,99.959999,61.460873,24130600
2002-05-06,99.959999,101.680000,97.959999,99.489998,61.171925,23247100
2002-05-13,99.919998,103.730003,99.330002,103.430000,63.594429,16891500
2002-05-20,103.080002,103.180000,100.720001,101.019997,62.195187,12236200
2002-05-27,101.339996,101.349998,98.209999,99.250000,61.105446,15399700
2002-06-03,99.279999,100.110001,94.870003,96.220001,59.240025,25743100
2002-06-10,96.250000,97.849998,92.559998,95.000000,58.488850,23923000
2002-06-17,95.550003,98.000000,92.150002,92.820000,57.146656,23499500
2002-06-24,92.010002,94.239998,89.050003,92.529999,57.072102,34122200
2002-07-01,92.669998,94.169998,89.099998,94.169998,58.083576,23178400
2002-07-08,93.650002,94.190002,86.110001,86.650002,53.445301,36800000
2002-07-15,86.410004,87.500000,79.599998,80.000000,49.343624,65322700
2002-07-22,79.370003,83.199997,75.279999,82.849998,51.188789,101524700
2002-07-29,84.400002,87.750000,82.029999,83.199997,51.405048,66439900
2002-08-05,82.900002,88.239998,80.300003,87.599998,54.123558,60535700
2002-08-12,86.379997,88.949997,83.699997,87.730003,54.203873,60209700
2002-08-19,87.529999,91.000000,87.500000,88.720001,54.883888,48784300
2002-08-26,88.989998,90.440002,85.059998,86.519997,53.522930,44151900
2002-09-02,85.519997,85.660004,82.150002,84.519997,52.285755,46412100
2002-09-09,83.879997,87.989998,82.699997,83.529999,51.673264,40679300
2002-09-16,83.050003,85.290001,79.199997,79.669998,49.285393,52909100
2002-09-23,79.019997,80.269997,76.599998,76.849998,47.652794,58093600
2002-09-30,76.050003,80.050003,74.599998,75.959999,47.100945,77305100
2002-10-07,75.230003,79.209999,72.029999,78.989998,48.979725,100134700
2002-10-14,77.949997,83.790001,77.580002,83.099998,51.528267,71165800
2002-10-21,82.500000,85.889999,82.339996,84.629997,52.543564,61199800
2002-10-28,85.559998,85.800003,81.849998,85.300003,52.959518,52447800
2002-11-04,86.580002,88.150002,85.139999,85.279999,52.947147,59633000
2002-11-11,85.150002,85.980003,83.180000,85.849998,53.300995,49356500
2002-11-18,86.500000,88.989998,84.150002,88.190002,54.885834,37355200
2002-11-25,88.180000,89.800003,86.849998,88.900002,55.327709,23532900
2002-12-02,90.400002,90.660004,85.099998,86.830002,54.039486,42270200
2002-12-09,85.970001,86.500000,84.370003,84.370003,52.508434,29142000
2002-12-16,84.930000,86.699997,83.559998,85.349998,53.118359,28527600
2002-12-23,84.820000,85.989998,82.900002,82.959999,51.760296,15075500
2002-12-30,83.300003,86.540001,82.480003,86.360001,53.881577,23608600
2003-01-06,86.300003,88.379997,85.910004,87.989998,54.898582,38160900
2003-01-13,88.510002,88.879997,85.669998,86.110001,53.725662,29082900
2003-01-20,86.349998,86.400002,81.180000,81.400002,50.821327,33975000
2003-01-27,80.800003,81.800003,79.139999,80.839996,50.471695,50449800
2003-02-03,80.970001,81.690002,78.400002,78.849998,49.229237,37976600
