Date,Open,High,Low,Close,Adj Close,Volume
2001-10-01,87.849998,96.099998,87.349998,90.680000,55.243660,128116800
2001-11-01,91.150002,100.150002,90.150002,98.589996,60.127258,66777700
2001-12-01,98.099998,101.949997,97.209999,99.800003,60.949482,48516700
2002-01-01,100.480003,103.139999,95.300003,99.239998,60.736565,70738400
2002-02-01,99.110001,102.699997,95.849998,101.099998,61.931015,109986200
2002-03-01,101.790001,106.889999,101.239998,103.709999,63.615429,141575900
2002-04-01,103.360001,104.129997,98.129997,99.489998,61.119087,110975400
2002-05-01,99.639999,103.730003,97.959999,99.250000,61.024303,83517800
2002-06-01,99.279999,100.110001,89.050003,92.529999,56.968143,107287800
2002-07-01,92.669998,94.190002,75.279999,87.150002,53.753742,267557500
2002-08-01,86.860001,91.000000,80.300003,86.519997,53.456287,239389800
2002-09-01,85.519997,87.989998,74.599998,76.000000,47.015068,215309500
2002-10-01,76.669998,85.889999,72.029999,83.750000,51.931305,335498600
2002-11-01,83.500000,89.800003,83.180000,88.900002,55.194649,179416800
2002-12-01,90.400002,90.660004,82.480003,83.510002,51.973206,126564000
2003-01-01,84.150002,88.879997,79.139999,80.839996,50.437626,163728500
2003-02-01,80.970001,81.690002,76.519997,79.309998,49.516479,146244700
2003-03-01,79.680000,85.360001,74.309998,79.820000,49.991211,225535100
2003-04-01,80.269997,85.699997,79.760002,84.860001,53.214367,183070700
2003-05-01,84.750000,88.980003,83.500000,88.839996,55.783005,175458000
2003-06-01,89.410004,93.949997,88.800003,89.910004,56.540966,174512300
2003-07-01,89.589996,93.769997,88.849998,92.470001,58.304623,146396300
2003-08-01,92.489998,95.239998,90.029999,94.410004,59.611958,123257300
2003-09-01,94.260002,96.989998,92.419998,93.129997,58.882187,120901300
2003-10-01,93.419998,98.830002,93.320000,98.029999,62.105911,127689300
2003-11-01,98.449997,99.349998,95.919998,98.080002,62.216030,90807200
2003-12-01,98.330002,104.750000,98.330002,104.570000,66.546638,137899900
2004-01-01,105.040001,107.230003,103.800003,105.080002,66.966957,160410500
2004-02-01,105.199997,107.919998,104.529999,106.070000,67.641907,105475500
2004-03-01,106.449997,107.089996,100.120003,103.919998,66.437042,174857500
